City_ID,City,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed,Country
414,Basco,20.4487,121.9702,scattered clouds,78.22,78,25,14.85,PH
415,Muzaffargarh,30.0754,71.1921,smoke,71.6,53,40,20.71,PK
416,Hranice,49.548,17.7347,overcast clouds,41.0,74,96,4.47,CZ
417,Iqaluit,63.7506,-68.5145,overcast clouds,21.2,86,90,3.44,CA
418,Ciudad Dario,12.7314,-86.124,scattered clouds,77.0,50,40,18.41,NI
419,Malazgirt,39.1427,42.5401,clear sky,48.29,48,0,3.4,TR
420,Chernyshevskiy,63.0128,112.4714,overcast clouds,23.59,92,100,12.55,RU
421,Mutis,6.2262,-77.4044,scattered clouds,80.26,81,37,2.06,CO
422,Thinadhoo,0.5333,72.9333,broken clouds,82.78,64,64,9.55,MV
423,Singkang,2.1006,102.7994,few clouds,77.0,94,20,6.73,MY
424,Meulaboh,4.1363,96.1285,overcast clouds,76.05,89,90,2.93,ID
425,Pilar,-9.5972,-35.9567,clear sky,77.0,94,0,5.75,BR
426,Sinnamary,5.3833,-52.95,overcast clouds,77.34,88,99,12.93,GF
427,La Ronge,55.1001,-105.2842,overcast clouds,28.4,43,99,16.11,CA
428,Dongsheng,39.8161,109.9776,overcast clouds,51.06,71,97,13.13,CN
429,Chistogorskiy,53.9835,87.3843,clear sky,25.9,84,6,5.68,RU
430,Apac,1.9756,32.5386,overcast clouds,67.19,97,100,4.65,UG
431,Chapais,49.7834,-74.8492,broken clouds,33.8,47,75,18.41,CA
432,Sao Goncalo Do Sapucai,-21.8922,-45.5953,scattered clouds,59.95,82,47,3.85,BR
433,Ambilobe,-13.2,49.05,overcast clouds,73.2,87,95,2.42,MG
434,Tazmalt,36.3868,4.3989,overcast clouds,57.81,86,100,3.31,DZ
435,Nouadhibou,20.931,-17.0347,clear sky,64.4,88,0,16.11,MR
